id,text,category,conf,envase,marca,modelo,tp,medida bolsa (bolsa),medida lt (litro),medida tableta (tableta),medida un (unidad1),medida un2 (unidad2),light,medida gr (gramo),sabor,alvacio,marinado,tamaño
1346500,postre en polvo carte d'or mousse sabor maracuya 1 k unidad,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,maracuya,,,
1346496,postre en polvo carte d'or tiramisu 1 k unidad,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,,,,
1368939,postre en polvo carte d'or tiramisu 1 k unidad,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,,,,
968840,postre en polvo regimel flan chocolate 15 g x 1 15 gr unidad,,0.6,,,,,,,,,,,,,,,
1271435,postre en polvo macro food mousse sabor manzana canela 1 kg,Postres Para Preparar,1.0,,macro food,mousse,postre en polvo,,,,,,,1000.0,,,,
1271444,postre en polvo macro food bavarois sabor berries 1 kg,Postres Para Preparar,1.0,,macro food,bavarois,postre en polvo,,,,,,,1000.0,berries,,,
1271446,postre en polvo macro food bavarois sabor manzana canela 1 kg,Postres Para Preparar,1.0,,macro food,bavarois,postre en polvo,,,,,,,1000.0,,,,
1342767,postre en polvo tkf gelatina 15 con sucralosa sabor pina 275 gr caja de 40 unidades,Postres Para Preparar,1.0,caja,tkf,,postre en polvo,,,,40.0,,,275.0,piña,,,
1342771,postre en polvo tkf gelatina 15 con sucralosa sabor manzana 275 gr caja de 40 unidades,Postres Para Preparar,1.0,caja,tkf,,postre en polvo,,,,40.0,,,275.0,,,,
1345820,postre en polvo tkf gelatina 15 con sucralosa sabor guinda 275 gr caja de 40 unidades,Postres Para Preparar,1.0,caja,tkf,,postre en polvo,,,,40.0,,,275.0,guinda,,,
1342766,postre en polvo tkf gelatina 15 con sucralosa sabor naranja 275 gr caja de 40 unidades,Postres Para Preparar,1.0,caja,tkf,,postre en polvo,,,,40.0,,,275.0,naranja,,,
1255578,postre en polvo delicada gelatina sabor frutilla bolsa 1 kilo unidad,,0.6,,,,,,,,,,,,,,,
1113151,postre en polvo - bavarois sabor pina 1 k,Postres Para Preparar,1.0,,,bavarois,postre en polvo,,,,,,,,piña,,,
1113167,postre en polvo - mousse sabor lucuma 1 k,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,lucuma,,,
1113199,postre en polvo - natilla tres leches 1 k,,0.6,,,,,,,,,,,,,,,
1029064,postre en polvo dafood semola con leche 18%mg bolsa 1 kilo ,,0.6,,,,,,,,,,,,,,,
1346498,postre en polvo carte d'or brownie 800 gr unidad,,0.6,,,,,,,,,,,,,,,
1255573,postre en polvo delicada gelatina de naranja bolsa 1 kilo unidad,Postres Para Preparar,1.0,bolsa,,,postre en polvo,1,,,,,,1000.0,naranja,,,
1255577,postre en polvo delicada gelatina sabor frambuesa bolsa 1 kilo unidad,,0.6,,,,,,,,,,,,,,,
1113165,postre en polvo - bavarois sabor frambuesa 1 k,Postres Para Preparar,1.0,,,bavarois,postre en polvo,,,,,,,,frambuesa,,,
1113166,postre en polvo - mousse sabor vainilla 1 k,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,vainilla,,,
1113200,postre en polvo - natilla suspiro limeno 1 k,Postres Para Preparar,1.0,,,natilla,postre en polvo,,,,,,,,,,,
1113056,postre en polvo - arroz con leche 1 k,Postres Para Preparar,1.0,,,arroz con leche; con leche,postre en polvo,,,,,,,,,,,
1113076,postre en polvo - natilla chocolate almendra 1 k,Postres Para Preparar,1.0,,,natilla,postre en polvo,,,,,,,,chocolate; chocolate almendra,,,
1113197,postre en polvo - natilla vainilla coco 1 k,Postres Para Preparar,1.0,,,natilla,postre en polvo,,,,,,,,coco; vainilla,,,
1113198,postre en polvo - natilla pie de limon 1 k,,0.4,,,,,,,,,,,,,,,
1113207,postre en polvo - mousse sabor chocolate 1 k,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,chocolate,,,
1113208,postre en polvo - mousse sabor moka 1 k,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,,,,
968158,postre en polvo macro food mousse sabor menta 1 k,Postres Para Preparar,1.0,,macro food,mousse,postre en polvo,,,,,,,,,,,
1113077,postre en polvo - natilla manjar almendra 1 k,Postres Para Preparar,1.0,,,natilla,postre en polvo,,,,,,,,manjar,,,
1113061,postre en polvo - merengue en polvo 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,merengue,,,
967117,postre en polvo dafood gelatina profesional sabor guinda bolsa 1 k,Postres Para Preparar,1.0,bolsa,,,postre en polvo,1,,,,,,,guinda,,,
1022676,postre en polvo nestle jalea papaya 1 kg 5 unidades,Postres Para Preparar,1.0,,nestle,,postre en polvo,,,,5.0,,,1000.0,papaya,,,
1038536,postre en polvo dafood jalea de pina  bolsa 1 kilo ,Postres Para Preparar,1.0,bolsa,,,postre en polvo,1,,,,,,1000.0,piña,,,
1038538,postre en polvo dafood jalea de naranja  bolsa de 1 kilo ,Postres Para Preparar,1.0,bolsa,,,postre en polvo,1,,,,,,1000.0,naranja,,,
1038539,postre en polvo dafood jalea de frambuesa  bolsa de 1 kilo ,,0.8,,,,,,,,,,,,,,,
1341830,postre en polvo tkf mousse frutilla 1 k unidad,Postres Para Preparar,1.0,,tkf,mousse,postre en polvo,,,,,,,,frutilla,,,
1241306,postre en polvo tkf gelatina sabor guinda 1 kilo,,0.8,,,,,,,,,,,,,,,
1241308,postre en polvo tkf gelatina sabor manzana 1 kilo,Postres Para Preparar,1.0,,tkf,,postre en polvo,,,,,,,1000.0,,,,
1241309,postre en polvo tkf gelatina sabor limon 1 kilo,Postres Para Preparar,1.0,,tkf,,postre en polvo,,,,,,,1000.0,limon,,,
1242313,postre en polvo tkf flan con leche sabor vainilla 1 kilo,,0.8,,,,,,,,,,,,,,,
1242314,postre en polvo tkf flan con leche sabor lucuma 1 kilo,,0.8,,,,,,,,,,,,,,,
1242315,postre en polvo tkf flan con leche sabor frutilla 1 kilo,,0.8,,,,,,,,,,,,,,,
1242316,postre en polvo tkf bavarois sabor naranja 1 kilo,Postres Para Preparar,1.0,,tkf,bavarois,postre en polvo,,,,,,,1000.0,naranja,,,
1242317,postre en polvo tkf bavarois sabor limon 1 kilo,Postres Para Preparar,1.0,,tkf,bavarois,postre en polvo,,,,,,,1000.0,limon,,,
1242318,postre en polvo tkf semola con leche  1 kilo,,0.6,,,,,,,,,,,,,,,
967111,postre en polvo dafood flan profesional sabor chirimoya alegre 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,chirimoya,,,
967112,postre en polvo dafood flan profesional sabor chocolate 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,chocolate,,,
967113,postre en polvo dafood flan profesional sabor coco 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,coco,,,
1333169,postre en polvo daily mousse chocolate stevia 20 gr unidad,,0.8,,,,,,,,,,,,,,,
1333181,postre en polvo daily mousse frutilla stevia 20 gr unidad,,0.6,,,,,,,,,,,,,,,
1315013,postre en polvo delicada flan chocolate 1 k unidad,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,chocolate,,,
1029065,postre en polvo dafood leche nevada  bolsa 1 kilo ,Postres Para Preparar,1.0,bolsa,,leche nevada,postre en polvo,1,,,,,,1000.0,,,,
1242308,postre en polvo tkf leche asada 1 kilo,,0.8,,,,,,,,,,,,,,,
1023126,postre en polvo prime flan sin leche sabor frutilla  1 kg x 10 uni,Postres Para Preparar,1.0,,,sin leche,postre en polvo,,,,,,,1000.0,frutilla,,,
1029067,postre en polvo dafood da creme profesional sabor pie de limon  bolsa 1 kilo ,,0.6,,,,,,,,,,,,,,,
1031211,postre en polvo dafood da creme profesional sabor chirimoya naranja  bolsa 1 kilo ,Postres Para Preparar,1.0,bolsa,,creme,postre en polvo,1,,,,,,1000.0,chirimoya; naranja,,,
1271441,postre en polvo macro food creme sabor chocolate naranja 1 kg,Postres Para Preparar,1.0,,macro food,creme,postre en polvo,,,,,,,1000.0,chocolate; naranja,,,
1023131,postre en polvo prime flan sin leche sabor vainilla  1 kg x 10 uni,Postres Para Preparar,1.0,,,sin leche,postre en polvo,,,,,,,1000.0,vainilla,,,
1031210,postre en polvo dafood da creme profesional sabor chocolate  bolsa 1 kilo ,,0.6,,,,,,,,,,,,,,,
1029066,postre en polvo dafood da creme profesional sabor platano  bolsa 1 kilo ,Postres Para Preparar,1.0,bolsa,,creme,postre en polvo,1,,,,,,1000.0,platano,,,
1031209,postre en polvo dafood da creme profesional sabor moka ron  bolsa 1 kilo ,Postres Para Preparar,1.0,bolsa,,creme,postre en polvo,1,,,,,,1000.0,,,,
968166,postre en polvo macro food semola con leche 10 unidades,Postres Para Preparar,1.0,,macro food,con leche; semola; semola con leche,postre en polvo,,,,10.0,,,,,,,
1339656,"postre en polvo daily gelatina arandano mora stevia 112,5 gr unidad",,0.6,,,,,,,,,,,,,,,
1339663,"postre en polvo daily gelatina frambuesa stevia 112,5 gr unidad",,0.6,,,,,,,,,,,,,,,
1029063,postre en polvo dafood arroz con leche 18%mg bolsa 1 kilo ,,0.6,,,,,,,,,,,,,,,
967116,postre en polvo dafood gelatina profesional 0% azucar sabor frambuesa bolsa 500 grs,,0.6,,,,,,,,,,,,,,,
968111,postre en polvo macro food flan sin leche sabor coco  1 k,Postres Para Preparar,1.0,,macro food,sin leche,postre en polvo,,,,,,,,coco,,,
1022586,postre en polvo carte d'or mousse sabor chocolate 1kg x 6unid,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,6.0,,,1000.0,chocolate,,,
1022589,postre en polvo carte d'or mousse sabor chocolate 1kg x 6unid,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,6.0,,,1000.0,chocolate,,,
966190,postre en polvo ambrosoli gelatina papaya 160 gr 20 unidades,Postres Para Preparar,1.0,,ambrosoli,,postre en polvo,,,,20.0,,,160.0,papaya,,,
968586,postre en polvo nestle docello panna cotta deshidratados estuche 2 bolsas  300 grs,Postres Para Preparar,1.0,,nestle,docello,postre en polvo,,,,,,,300.0,panna cotta,,,
1389239,postre en polvo macro food jalea 15 con sucralosa sabor pina 280 gr  unidad,Postres Para Preparar,1.0,,macro food,,postre en polvo,,,,,,,280.0,piña,,,
1389236,postre en polvo macro food jalea 15 con sucralosa sabor naranja 280 gr unidad,Postres Para Preparar,1.0,,macro food,,postre en polvo,,,,,,,280.0,naranja,,,
1389242,postre en polvo macro food jalea 15 con sucralosa sabor manzana 280 gr unidad,Postres Para Preparar,1.0,,macro food,,postre en polvo,,,,,,,280.0,,,,
1038540,postre en polvo dafood jalea de frutilla bolsa 1 kilo ,,0.6,,,,,,,,,,,,,,,
1119604,postre en polvo daily postre en polvo gelatina dialy sweet 30 unidades,Postres Para Preparar,1.0,,daily,,postre en polvo,,,,30.0,,,,,,,
1119607,postre en polvo ambrosoli gelatina 160 grs 20 unidades,Postres Para Preparar,1.0,,ambrosoli,,postre en polvo,,,,20.0,,,160.0,,,,
1106982,postre en polvo gourmet jalea sin sabor pq 20 gr,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,20.0,,,,
1021372,postre en polvo alcafood arroz con leche 1 kilo,,0.6,,,,,,,,,,,,,,,
1346649,postre en polvo alcafood leche asada 1 k unidad,,0.6,,,,,,,,,,,,,,,
1342762,postre en polvo tkf gelatina 15 con sucralosa sabor frutilla 275 gr caja de 40 unidades,Postres Para Preparar,1.0,caja,tkf,,postre en polvo,,,,40.0,,,275.0,frutilla,,,
967473,postre en polvo gys bavarois 1k 10 unidades,Postres Para Preparar,1.0,,,bavarois,postre en polvo,,,,10.0,,,,,,,
1022588,postre en polvo carte d'or mousse frutos rojos 1kg 1kg x 6unid,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,6.0,,,1000.0,,,,
1347274,postre en polvo alcafood mousse chocolate 1 k unidad,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,chocolate,,,
1021370,postre en polvo alcafood flan sabor vainilla 1 kilo,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,1000.0,vainilla,,,
1021371,postre en polvo alcafood semola con leche 1 kilo,,0.8,,,,,,,,,,,,,,,
1113050,"postre en polvo prime gelatina frutilla caja 10 kg, 10 bolsas de 1 kg c/u",,0.8,,,,,,,,,,,,,,,
1113091,"postre en polvo prime gelatina pina caja 10 kg, 10 bolsas de 1 kg c/u",Postres Para Preparar,1.0,caja,,,postre en polvo,,,,,,,10000.0; 1000.0,piña,,,
1021363,postre en polvo gys jalea sabor frambuesa 1 kilo 10 unidades,Postres Para Preparar,1.0,,,,postre en polvo,,,,10.0,,,1000.0,frambuesa,,,
1023252,postre en polvo carte d'or mousse sabor chocolate 1 k,Postres Para Preparar,1.0,,,mousse,postre en polvo,,,,,,,,chocolate,,,
1271439,postre en polvo macro food creme sabor pasas al ron 1 kg,Postres Para Preparar,1.0,,macro food,creme,postre en polvo,,,,,,,1000.0,pasas al ron,,,
1023260,postre en polvo carte d'or tiramisu 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,,,,
1242312,postre en polvo tkf bavarois sabor frutilla 1 kilo,Postres Para Preparar,1.0,,tkf,bavarois,postre en polvo,,,,,,,1000.0,frutilla,,,
1023217,postre en polvo prime merengue 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,merengue,,,
1113093,"postre en polvo prime gelatina naranja caja 10 kg, 10 bolsas de 1 kg c/u",Postres Para Preparar,1.0,caja,,,postre en polvo,,,,,,,10000.0; 1000.0,naranja,,,
1023233,postre en polvo carte d'or jalea frambuesa  1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,frambuesa,,,
1023237,postre en polvo carte d'or jalea frutilla 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,frutilla,,,
1023246,postre en polvo carte d'or jalea naranja 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,naranja,,,
1023247,postre en polvo carte d'or jalea de pina 1 k,Postres Para Preparar,1.0,,,,postre en polvo,,,,,,,,piña,,,
1023124,postre en polvo prime flan sin leche sabor chocolate  1 kg x 10 uni,Postres Para Preparar,1.0,,,sin leche,postre en polvo,,,,,,,1000.0,chocolate,,,
1346642,postre en polvo alcafood bavarois sabor frambuesa 1 k unidad,Postres Para Preparar,1.0,,,bavarois,postre en polvo,,,,,,,,frambuesa,,,
1022677,postre en polvo nestle jalea pina 1 kg 5 unidades,Postres Para Preparar,1.0,,nestle,,postre en polvo,,,,5.0,,,1000.0,piña,,,
1113048,"postre en polvo prime flan con leche sabor frutilla caja 10 kg, 10 bolsas de 1 kg c/u",,0.8,,,,,,,,,,,,,,,
965399,berlin - relleno con crema 90 grs unidad,,0.6,,,,,,,,,,,,,,,
965398,berlin - conejo 90 grs unidad,,0.4,,,,,,,,,,,,,,,
965400,berlin - relleno crema pastelera 50 gr unidad,,0.6,,,,,,,,,,,,,,,
965418,kuchen - frambuesa 15 personas unidad,Repostería,1.0,,,,,,,,,,,,,,,
1022251,kuchen piacceri manzana 1600 gr congelado unidad,Repostería,1.0,,,,,,,,,,,1600.0,,,,
1022250,kuchen piacceri streussel frambuesa arandano 1500 gr congelado unidad,Repostería,1.0,,,,,,,,,,,1500.0,,,,
965417,kuchen - durazno 15 personas unidad,Repostería,1.0,,,,,,,,,,,,,,,
1031907,pie de limon pruve  95 gramos unidad,,0.4,,,,,,,,,,,,,,,
965461,pie de limon -  15 personas unidad,,0.8,,,,,,,,,,,,,,,
1022249,pie de limon piacceri 1200 gr congelado unidad,,0.4,,,,,,,,,,,,,,,
968619,queque nutrabien familiar brownie 250 grs unidad,Repostería,1.0,,nutrabien,brownie; familiar; familiar brownie,queque,,,,,,,250.0,,,,
1314083,queque nutrabien 62 grs * 100 unidades caja,Repostería,1.0,,nutrabien,,queque,,,,100.0,,,62.0,,,,
1234300,queque nutrabien pan de pascua 500 gr unidad,Repostería,1.0,,nutrabien,,pan de pascua; queque,,,,,,,500.0,,,,
1037651,queque campo dulce pan de pascua 600 grs ,Repostería,1.0,,,,pan de pascua; queque,,,,,,,600.0,,,,
1364967,queque nutrabien pan de pascua 900 gr unidad,Repostería,1.0,,nutrabien,,pan de pascua; queque,,,,,,,900.0,,,,
1037657,queque - pan de pascua 900 grs -,Repostería,1.0,,,,pan de pascua; queque,,,,,,,900.0,,,,
1040216,queque versluys pan de pascua 900 gr,Repostería,1.0,,,,pan de pascua; queque,,,,,,,900.0,,,,
1040217,queque versluys pan de pascua 500,Repostería,1.0,,,,pan de pascua; queque,,,,,,,,,,,
967147,queque dafood bizcocho de vainilla 50 grs 20 unidades caja,Repostería,1.0,,,,queque,,,,20.0,,,50.0,vainilla,,,
1031961,queque anita pan de pascua 1/2 kilo 500 grs,Repostería,1.0,,,,pan de pascua; queque,,,,,,,500.0; 500.0,,,,
1031905,queque pruve vainilla 70 gramos  unidad,Repostería,1.0,,,,queque,,,,,,,70.0,vainilla,,,
1358228,queque piacceri waffle 90 gr 24 unidades,,0.8,,,,,,,,,,,,,,,
1022533,queque santa gema pan de pascua 800 gr unidad,Repostería,1.0,,santa gema,,pan de pascua; queque,,,,,,,800.0,,,,
1022217,queque piacceri muffin chocolate 105 gr 12 unidades,Repostería,1.0,,,muffin,queque,,,,12.0,,,105.0,chocolate,,,
1022909,queque duvingelo pan de pascua 1k unidad,Repostería,1.0,,,,pan de pascua; queque,,,,,,,,,,,
1269180,queque santa gema pan de pascua 250 grs unidad,Repostería,1.0,,santa gema,,pan de pascua; queque,,,,,,,250.0,,,,
969665,queque vivebien pan de pascua premium unidad,Repostería,1.0,,,,pan de pascua; queque,,,,,,,,,,,
1144823,queque santa gema individual vainilla  100 grs aprox unidad,Repostería,1.0,,santa gema,,queque,,,,,,,100.0,vainilla,,,
967746,queque las nieves pan de pascua premium 800 grs unidad,Repostería,1.0,,,,pan de pascua; queque,,,,,,,800.0,,,,
1022906,queque casero duvingelo pan de pascua premium 800 grs unidad,Repostería,1.0,,,,pan de pascua; queque,,,,,,,800.0,,,,
1358436,queque ideal pan de pascua frutos secos 700 gr unidad,Repostería,1.0,,ideal,,pan de pascua; queque,,,,,,,700.0,,,,
1269181,queque santa gema pan de pascua frutos secos 900 grs unidad,Repostería,1.0,,santa gema,,pan de pascua; queque,,,,,,,900.0,,,,
1022218,queque piacceri muffin arandano 105 gr 12 unidades,,0.8,,,,,,,,,,,,,,,
1355796,queque agua de piedra pan de pascua 900 gr unidad,Repostería,1.0,,agua de piedra,,pan de pascua; queque,,,,,,,900.0,,,,
969661,queque vivebien pan de pascua 1k unidad,Repostería,1.0,,,,pan de pascua; queque,,,,,,,,,,,
1269179,queque santa gema pan de pascua 500 grs unidad,Repostería,1.0,,santa gema,,pan de pascua; queque,,,,,,,500.0,,,,
1130086,quequito nutrabien vainilla 48 unidades,,0.8,,,,,,,,,,,,,,,
1341793,quequito nutrabien braunichoc 35 gr 144 unidades,,0.4,,,,,,,,,,,,,,,
1145236,quequito nutrabien bizcocho brownie sin azucar 50 gr  unidad,,0.6,,,,,,,,,,,,,,,
968620,quequito nutrabien bizcocho brownie chocolate 62 gr unidad,,0.6,,,,,,,,,,,,,,,
1128393,quequito nutra bien braunichoc unidad,,0.4,,,,,,,,,,,,,,,
968621,quequito nutrabien vainilla 25 grs 6 unidades bolsa,,0.8,,,,,,,,,,,,,,,
1145221,quequito nutrabien marmol 70 gr unidad,,0.8,,,,,,,,,,,,,,,
1040381,quequito costa banado en chocolate chocman 33 gramos unidad,,0.8,,,,,,,,,,,,,,,
1358294,quequito icb volcan de chocolate 80 gr 30 unidades,,0.4,,,,,,,,,,,,,,,
1358296,quequito icb media napolitana plus chocolate 55 gr 100 unidades,,0.4,,,,,,,,,,,,,,,
1234293,quequito nutrabien bizcocho brownie chips 62 gr unidad,,0.6,,,,,,,,,,,,,,,
1234294,quequito nutrabien bizcocho brownie frambuesa 62 gr unidad,,0.6,,,,,,,,,,,,,,,
967713,quequito la bombonera brownie 60 grs 36 unidades caja,Repostería,1.0,,la bombonera,brownie,,,,,36.0,,,60.0,,,,
1022939,quequito general mills rejilla de frambuesa  80 x 47 gramos 80 x 47 grs,,0.4,,,,,,,,,,,,,,,
1358295,quequito icb medialuna 45 gr 240 unidades,,0.6,,,,,,,,,,,,,,,
1022583,torta santa gema selva negra 50 personas unidad,Repostería,1.0,,santa gema,,torta,,,,,,,,,,,
1022585,torta santa gema tres  leches 50 personas unidad,Repostería,1.0,,santa gema,tres leches 50 personas,torta,,,,,,,,,,,
1031912,torta pruve pina para 20 personas unidad,Repostería,1.0,,,,torta,,,,,,,,,,,
1031914,torta  pruve  tres leche para 15 personas unidad,Repostería,1.0,,,,torta,,,,,,,,,,,
1022333,torta cory chocolate mazapan 30 personas 3 unidades,Repostería,1.0,,,,torta,,,,3.0,,,,chocolate,,,
1022332,torta cory chocolate mazapan 30 personas 3 unidades,Repostería,1.0,,,,torta,,,,3.0,,,,chocolate,,,
965489,torta - panqueque de naranja  unidad,Repostería,1.0,,,,torta,,,,,,,,naranja,,,
965488,torta - tartaleta de durazno 150 gramos unidad,Repostería,1.0,,,,torta,,,,,,,150.0,,,,
965490,torta - trufa unidad,Repostería,1.0,,,,torta,,,,,,,,,,,
1138373,torta la picha congelada alfajor  manjar/frambuesa 10 porciones  950 grs pack 8 unidades,,0.8,,,,,,,,,,,,,,,
1138378,torta la picha congelada alfajor  manjar/lucuma 10 porciones 950 grs pack 8 unidades,,0.6,,,,,,,,,,,,,,,
965487,torta - brazo de reina 90 gramos unidad,Repostería,1.0,,,,torta,,,,,,,90.0,,,,
1022323,torta cory biscochuelo pina 25 personas 3 unidades,Repostería,1.0,,,,torta,,,,3.0,,,,,,,
1022324,torta cory bizcochuelo pina 25 personas x 3 unidades unidad,Repostería,1.0,,,,torta,,,,3.0,,,,,,,
1022231,torta piacceri cheesecake frambuesa 1750 gr congelada unidad,,0.8,,,,,,,,,,,,,,,
1022233,torta piacceri cheesecake chocolate nuss 1750 gr congelada unidad,,0.8,,,,,,,,,,,,,,,
1392240,torta indalimentos torta 4 leches 920 gr 2 unidades,Repostería,1.0,,,,torta,,,,2.0,,,920.0,,,,
1076340,torta atrian bakers de whisky y mango unidad,Repostería,1.0,,,,torta,,,,,,,,,,,
1022331,torta cory bizcochuelo frambuesa 20 personas x 5 unidades unidad,Repostería,1.0,,,,torta,,,,5.0,,,,,,,
1022247,torta piacceri redonda hojarasca 3 sabores 1450 gr congelada unidad,Repostería,1.0,,,,torta,,,,,,,1450.0,,,,
1022214,torta piacceri trufa 950 gr congelada 6 unidades,,0.6,,,,,,,,,,,,,,,
1022238,torta piacceri rectangular panqueque chocolate 1200 gr congelada unidad,Repostería,1.0,,,,torta,,,,,,,1200.0,chocolate,,,
1022245,torta piacceri redonda trufa 2000 gr congelada unidad,Repostería,1.0,,,,torta,,,,,,,2000.0,,,,
1022246,torta piacceri redonda hojarasca manjar 1750 gr congelada unidad,,0.6,,,,,,,,,,,,,,,
965486,torta - alfajor 40 gramos unidad,Confitería,1.0,,,,alfajor,,,,,,,40.0,,,,
1138371,torta la picha congelada alfajor manjar 10 porciones 950 grs pack 8 unidades,,0.6,,,,,,,,,,,,,,,
1022215,torta piacceri tarta frutos del bosque 950 gr congelada 6,,0.8,,,,,,,,,,,,,,,
1022237,torta piacceri rectangular tres leches 1000 gr congelada unidad,,0.8,,,,,,,,,,,,,,,
1022244,torta piacceri brazo de reina 690 gr congelada unidad,Repostería,1.0,,,,torta,,,,,,,690.0,,,,
1027027,saborizante de leche nestle milo 1000g bolsa unidad,Saborizante De Leche,1.0,bolsa,nestle,,saborizante,1,,,,,,1000.0,milo,,,
968364,saborizante de leche milo tradicional bolsa 1 k,Repostería,1.0,bolsa,,tradicional,,1,,,,,,,,,,
968366,saborizante de leche milo tradicional bolsa 500 grs,Repostería,1.0,bolsa,,tradicional,,1,,,,,,500.0,,,,
1119603,saborizante de leche marco polo extracto de vainilla marco polo 500cc 12 unidades,,0.4,,,,,,,,,,,,,,,
968365,saborizante de leche milo tradicional bolsa 150 grs,Repostería,1.0,bolsa,,tradicional,,1,,,,,,150.0,,,,
968368,saborizante de leche milo tradicional tarro 400 grs,Saborizante De Leche,1.0,,,,saborizante,,,,,,,400.0,milo,,,
968170,saborizante de leche macro food sabor chocolate 1 k,,0.8,,,,,,,,,,,,,,,
1021102,saborizante de leche nesquik saborizante chocolate 200gr unidad,Saborizante De Leche,1.0,,nesquik,nesquik,saborizante,,,,,,,200.0,chocolate,,,
1021103,saborizante de leche nesquik saborizante frutilla 200gr unidad,Saborizante De Leche,1.0,,nesquik,nesquik,saborizante,,,,,,,200.0,frutilla,,,
1021021,saborizante de leche milo tradicional bolsa 300 gr,,0.4,,,,,,,,,,,,,,,
1023148,saborizante de leche prime sabor frutilla 1 kg x 10 uni,,0.8,,,,,,,,,,,,,,,
1040254,saborizante de leche nestle milo estuche 12 x 500 gr,,0.8,,,,,,,,,,,,,,,
968173,saborizante de leche macro food sabor vainilla 1 k,,0.8,,,,,,,,,,,,,,,
968171,saborizante de leche macro food sabor frutilla 1 k,,0.8,,,,,,,,,,,,,,,
1076127,saborizante de leche milo saborizante para leche sachet 30 gr 60 unidades,Saborizante De Leche,1.0,,,,saborizante,,,,60.0,,,30.0,milo,,,
968367,saborizante de leche milo tradicional stick 30 grs,Saborizante De Leche,1.0,,,,saborizante,,,,,,,30.0,milo,,,
1026499,saborizante de leche marco polo chocolate en polvo unidad,,0.4,,,,,,,,,,,,,,,
1023145,saborizante de leche prime sabor chocolate 1 kg x 10 uni,Saborizante De Leche,1.0,,,,saborizante,,,,,,,1000.0,chocolate,,,
1119605,saborizante de leche marco polo chocolate en polvo amargo marco polo 50 unidades,,0.4,,,,,,,,,,,,,,,
966798,saborizante de leche cocoa raff sabor a chocolate bolsa 400 grs,Saborizante De Leche,1.0,bolsa,cocoa raff,,saborizante,1,,,,,,400.0,chocolate,,,
967122,saborizante de leche dafood frutilla 1 k,Saborizante De Leche,1.0,,,,saborizante,,,,,,,,frutilla,,,
1101728,saborizante de leche milo saborizante de leche milo 1 kilo 10 unidades,Saborizante De Leche,1.0,,,,saborizante,,,,10.0,,,1000.0,milo,,,
968172,saborizante de leche macro food sabor platano 1 k,,0.8,,,,,,,,,,,,,,,
966799,saborizante de leche cocoa raff sabora vainilla pote 400 grs,,0.8,,,,,,,,,,,,,,,
1023339,saborizante de leche toddy chocolate  1 kilo,Saborizante De Leche,1.0,,toddy,,saborizante,,,,,,,1000.0,chocolate,,,
1119606,saborizante de leche marco polo mostacilla fantasia 25 grs 50 unidades,,0.4,,,,,,,,,,,,,,,
1021298,saborizante de leche toddy chocolate 500 grs,Saborizante De Leche,1.0,,toddy,,saborizante,,,,,,,500.0,chocolate,,,
968369,saborizante de leche milo tradicional tarro 900 grs,Saborizante De Leche,1.0,,,,saborizante,,,,,,,900.0,milo,,,
967210,aji don juan salsa  1 k,,0.6,,,,,,,,,,,,,,,
965114,aji - pulpa 1 k,,0.8,,,,,,,,,,,,,,,
967662,aji jano salsa 1 k,,0.8,,,,,,,,,,,,,,,
1039149,aji jb crema 1 kilo unidad,,0.8,,,,,,,,,,,,,,,
1039150,aji almifrut color 1 kilo unidad,Salsas Y Condimentos,1.0,,almifrut,,,,,,,,,1000.0,,,,
967617,aji inden crema 1 k unidad,,0.8,,,,,,,,,,,,,,,
969607,aji traverso 1 k 10 unidades,,0.4,,,,,,,,,,,,,,,
967653,aji jb crema 240 gr 24 unidades,,0.6,,,,,,,,,,,,,,,
967655,aji jb portion pack 10 gr 420 unidades,,0.4,,,,,,,,,,,,,,,
1021923,aji jb aji jb crema 100gr 1,,0.8,,,,,,,,,,,,,,,
